@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 33\nSize of the tree: 65\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

iris,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.443038,0.106665,0.251226,71.597935,92.420892,94.833094,7558.271285,-7463.438191,2.155298,171.778893,-169.623595,27.708526,0.629739,1267.627267,1,1,0.023256,1,0.976744,42,0,0,0.5,1,0.666667,0.988372,0.659091,0.18771,0.81229,0.340909,0.550505,0.659091,0.598871,0.799064,0.005,0,0.004587,0.000084,23336,25974,4563,'Number of leaves: 32\nSize of the tree: 63\n',63,32,32
iris,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,20,24,0,45.454545,54.545455,0,0.138662,0.136554,0.312312,91.645623,114.871597,94.975766,14005.995646,-13911.01988,2.15854,318.318083,-316.159543,12.236388,0.2781,559.879422,0,0,0.023256,1,0.976744,42,1,1,0,0,0,0.232558,0.454545,0.273373,0.726627,0.545455,0.392316,0.454545,0.418253,0.592155,0.007,0,0.004794,0.000089,25259,25974,4563,'Number of leaves: 35\nSize of the tree: 69\n',69,35,35
iris,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.435415,0.09728,0.250659,65.287769,92.19473,94.975766,8621.825021,-8526.849256,2.15854,195.950569,-193.792029,33.058372,0.751327,1512.595263,0,0,0,0,1,43,1,1,0,0,0,0.244186,0.659091,0.194447,0.805553,0.340909,0.553793,0.659091,0.601413,0.736862,0.005,0,0.005036,0.000085,32951,25974,4563,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
iris,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,26,18,0,59.090909,40.909091,0,0.356098,0.113361,0.2722,75.636065,99.459667,97.854659,6499.263939,-6401.409279,2.22397,147.710544,-145.486575,24.525152,0.55739,1125.797295,0,0,0,0,1,43,1,1,0,0,0,0.709302,0.590909,0.201041,0.798959,0.409091,0.521399,0.590909,0.552256,0.755904,0.005,0,0.004537,0.000085,27823,25974,4563,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
iris,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,22,22,0,50,50,0,0.179661,0.126128,0.297363,84.63382,109.352453,94.616812,11857.067838,-11762.451025,2.150382,269.478814,-267.328432,19.174667,0.435788,876.941767,0,0,0,0,1,42,1,2,0,0,0,0.261905,0.5,0.295518,0.704482,0.5,0.426948,0.5,0.459893,0.628393,0.006,0,0.005401,0.000086,27823,25974,4563,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
iris,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,28,16,0,63.636364,36.363636,0,0.410879,0.10467,0.25863,70.306005,95.217627,93.285641,8630.525632,-8537.239991,2.120128,196.14831,-194.028182,31.3584,0.712691,1431.879782,0,0,0,0,1,42,1,2,0,0,0,0.589286,0.636364,0.182582,0.817418,0.363636,0.637987,0.636364,0.616384,0.731542,0.006,0,0.005258,0.000088,31028,25974,4563,'Number of leaves: 44\nSize of the tree: 87\n',87,44,44
iris,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.441624,0.096313,0.239601,64.746988,88.295744,92.354366,5413.977644,-5321.623278,2.098963,123.044946,-120.945984,33.041446,0.750942,1507.178752,0,0,0,0,1,42,1,2,0,0,0,0.595238,0.659091,0.212073,0.787927,0.340909,0.576599,0.659091,0.61281,0.765314,0.009,0,0.004902,0.000086,25900,25974,4563,'Number of leaves: 36\nSize of the tree: 71\n',71,36,36
iris,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,24,20,0,54.545455,45.454545,0,0.300477,0.117127,0.293181,78.71985,108.009115,92.823851,13993.606278,-13900.782427,2.109633,318.036506,-315.926873,22.243334,0.50553,1015.263407,0,0,0.023256,1,0.976744,42,1,1,0,0,0,0.883721,0.545455,0.219254,0.780746,0.454545,0.523674,0.545455,0.533987,0.636741,0.007,0,0.005361,0.000092,28464,25974,4563,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
iris,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,33,11,0,75,25,0,0.601646,0.08885,0.222067,59.714823,81.810361,92.823851,5403.861662,-5311.037811,2.109633,122.815038,-120.705405,40.191768,0.913449,1834.492582,1,1,0.069767,3,0.930233,40,0,0,0.25,1,0.4,0.965116,0.75,0.122869,0.877131,0.25,0.658733,0.75,0.697093,0.8126,0.005,0,0.004559,0.000083,25900,25974,4563,'Number of leaves: 36\nSize of the tree: 71\n',71,36,36
iris,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,396,43,32,11,0,74.418605,25.581395,0,0.596072,0.089177,0.230577,59.522786,84.286548,93.868773,7543.32299,-7449.454217,2.182995,175.426116,-173.243121,41.717564,0.970176,1911.16153,1,1,0,0,1,42,0,0,1,1,1,1,0.744186,0.133984,0.866016,0.255814,0.689724,0.744186,0.71328,0.821235,0.005,0,0.004837,0.000085,29105,26035,4502,'Number of leaves: 41\nSize of the tree: 81\n',81,41,41
iris,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,30,14,0,68.181818,31.818182,0,0.473054,0.096698,0.243482,64.984268,89.691495,92.896933,6482.962488,-6390.065556,2.111294,147.340057,-145.228763,35.87483,0.815337,1637.573837,0,0,0,0,1,43,1,1,0,0,0,0.802326,0.681818,0.186628,0.813372,0.318182,0.62559,0.681818,0.637669,0.80755,0.005,0,0.004655,0.000084,27823,25974,4563,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
iris,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.446309,0.100393,0.246476,67.416301,90.716681,93.755126,7552.845084,-7459.089957,2.130798,171.65557,-169.524772,38.429059,0.873388,1755.843579,0,0,0,0,1,42,1,2,0,0,0,1,0.659091,0.205309,0.794691,0.340909,0.615167,0.659091,0.62197,0.816167,0.005,0,0.004916,0.000095,32951,25974,4563,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
iris,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,28,16,0,63.636364,36.363636,0,0.396744,0.108426,0.254807,72.810996,93.782872,93.755126,8630.545565,-8536.790439,2.130798,196.148763,-194.017965,26.666381,0.606054,1218.400748,0,0,0,0,1,42,1,2,0,0,0,0.541667,0.636364,0.206153,0.793847,0.363636,0.549423,0.636364,0.58303,0.729344,0.005,0,0.004775,0.000081,27182,25974,4563,'Number of leaves: 38\nSize of the tree: 75\n',75,38,38
iris,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,21,23,0,47.727273,52.272727,0,0.138723,0.119214,0.293364,80.075339,108.005554,93.285641,10784.716006,-10691.430364,2.120128,245.107182,-242.987054,20.192447,0.458919,922.022683,0,0,0.047619,2,0.952381,40,1,2,0,0,0,0.60119,0.477273,0.338617,0.661383,0.522727,0.437108,0.477273,0.447844,0.662159,0.008,0,0.004786,0.000094,34233,25974,4563,'Number of leaves: 49\nSize of the tree: 97\n',97,49,49
iris,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,26,18,0,59.090909,40.909091,0,0.357143,0.112905,0.280088,75.799245,103.05879,94.433198,12915.622261,-12821.189063,2.146209,293.53687,-291.390661,24.64415,0.560094,1126.805776,1,1,0,0,1,43,0,0,1,1,1,1,0.590909,0.193787,0.806213,0.409091,0.533636,0.590909,0.56052,0.70395,0.005,0,0.004885,0.000088,23977,25974,4563,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33
iris,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,27,17,0,61.363636,38.636364,0,0.361775,0.103553,0.265175,69.45077,97.460046,95.764369,8634.22697,-8538.462601,2.176463,196.232431,-194.055968,31.840438,0.723646,1458.160854,0,0,0,0,1,43,1,1,0,0,0,0.348837,0.613636,0.260695,0.739305,0.386364,0.524129,0.613636,0.564808,0.722429,0.006,0,0.005015,0.000084,32951,25974,4563,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
iris,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,28,16,0,63.636364,36.363636,0,0.386225,0.10946,0.259465,73.473944,95.451844,94.833094,7566.501319,-7471.668225,2.155298,171.965939,-169.810641,25.473271,0.578938,1165.36741,0,0,0,0,1,43,1,1,0,0,0,0.581395,0.636364,0.261068,0.738932,0.363636,0.57759,0.636364,0.587572,0.70462,0.004,0,0.004135,0.000079,25259,25974,4563,'Number of leaves: 35\nSize of the tree: 69\n',69,35,35
iris,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,25,19,0,56.818182,43.181818,0,0.269231,0.113838,0.27967,76.412911,102.88475,94.833094,7573.361505,-7478.528412,2.155298,172.121852,-169.966555,21.266704,0.483334,972.922717,0,0,0.023256,1,0.976744,42,1,1,0,0,0,0.802326,0.568182,0.287277,0.712723,0.431818,0.472222,0.568182,0.512932,0.722738,0.009,0,0.004757,0.000087,28464,25974,4563,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
iris,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,24,20,0,54.545455,45.454545,0,0.265442,0.118287,0.277039,78.988498,101.322567,96.923384,7571.443046,-7474.519662,2.202804,172.078251,-169.875447,23.400063,0.53182,1073.040703,0,0,0,0,1,43,1,1,0,0,0,0.662791,0.545455,0.264002,0.735998,0.454545,0.450758,0.545455,0.493247,0.730841,0.004,0,0.004142,0.000074,21413,25974,4563,'Number of leaves: 29\nSize of the tree: 57\n',57,29,29
iris,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,396,43,26,17,0,60.465116,39.534884,0,0.342034,0.112367,0.263906,75.090912,96.599269,91.932612,6496.811014,-6404.878402,2.137968,151.088628,-148.950661,26.708289,0.621123,1220.839181,0,0,0,0,1,42,1,1,0,0,0,0.619048,0.604651,0.242422,0.757578,0.395349,0.540924,0.604651,0.554928,0.66254,0.005,0,0.004497,0.000077,24618,26035,4502,'Number of leaves: 34\nSize of the tree: 67\n',67,34,34
iris,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,23,21,0,52.272727,47.727273,0,0.204134,0.121722,0.293898,81.787696,108.242805,93.501923,12924.689047,-12831.187124,2.125044,293.742933,-291.617889,16.112626,0.366196,735.959672,0,0,0.023256,1,0.976744,42,1,1,0,0,0,0.162791,0.522727,0.265659,0.734341,0.477273,0.430844,0.522727,0.467713,0.625424,0.004,0.001,0.004763,0.000083,23977,25974,4563,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33
iris,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,30,14,0,68.181818,31.818182,0,0.460595,0.097218,0.247336,65.339369,91.119616,92.823851,5415.338215,-5322.514364,2.109633,123.075869,-120.966236,34.321153,0.780026,1566.537224,0,0,0,0,1,43,1,1,0,0,0,0.883721,0.681818,0.247405,0.752595,0.318182,0.59697,0.681818,0.627041,0.73823,0.006,0,0.004751,0.000084,27823,25974,4563,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
iris,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,26,18,0,59.090909,40.909091,0,0.332209,0.123396,0.281158,82.933191,103.579796,92.823851,8646.503458,-8553.679607,2.109633,196.511442,-194.401809,20.6064,0.468327,940.548037,0,0,0.046512,2,0.953488,41,1,1,0,0,0,0.802326,0.590909,0.261831,0.738169,0.409091,0.503788,0.590909,0.543719,0.641827,0.005,0,0.004246,0.000078,22695,25974,4563,'Number of leaves: 31\nSize of the tree: 61\n',61,31,31
iris,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.443508,0.105016,0.250037,70.161662,91.499011,95.775827,7560.57889,-7464.803064,2.176723,171.831338,-169.654615,30.253856,0.687588,1385.465322,0,0,0,0,1,43,1,1,0,0,0,0.244186,0.659091,0.174538,0.825462,0.340909,0.538688,0.659091,0.591936,0.75704,0.005,0,0.004559,0.000077,20772,25974,4563,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
iris,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,28,16,0,63.636364,36.363636,0,0.441713,0.109487,0.263376,73.517004,96.927771,93.828208,11839.664593,-11745.836385,2.132459,269.083286,-266.950827,34.086897,0.774702,1557.563502,1,1,0.069767,3,0.930233,40,0,0,0.25,1,0.4,0.953488,0.636364,0.15209,0.84791,0.363636,0.609091,0.636364,0.611219,0.728463,0.011,0,0.004671,0.000091,28464,25974,4563,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
iris,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,23,21,0,52.272727,47.727273,0,0.265501,0.117242,0.281006,78.723986,103.415901,93.828208,8642.533618,-8548.70541,2.132459,196.421219,-194.288759,25.142977,0.571431,1148.880856,0,0,0.023256,1,0.976744,42,1,1,0,0,0,0.337209,0.522727,0.216032,0.783968,0.477273,0.479597,0.522727,0.494095,0.732795,0.004,0,0.004083,0.000086,26541,25974,4563,'Number of leaves: 37\nSize of the tree: 73\n',73,37,37
iris,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,31,13,0,70.454545,29.545455,0,0.52883,0.093373,0.244957,62.623289,90.029139,95.764369,8625.033093,-8529.268723,2.176463,196.023479,-193.847016,37.441375,0.85094,1714.660715,0.5,1,0,0,1,42,0.5,1,1,0.5,0.666667,0.875,0.704545,0.173733,0.826267,0.295455,0.646933,0.704545,0.668058,0.739936,0.005,0,0.004601,0.000081,28464,25974,4563,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
iris,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.484375,0.10446,0.243769,70.05904,89.592687,95.764369,7557.154928,-7461.390559,2.176463,171.753521,-169.577058,33.087565,0.75199,1515.27414,0.5,1,0,0,1,42,0.5,1,1,0.5,0.666667,0.857143,0.659091,0.114566,0.885434,0.340909,0.642906,0.659091,0.641234,0.793342,0.004,0.001,0.004199,0.000077,23977,25974,4563,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33
iris,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.414374,0.105863,0.252879,71.000404,92.940822,95.764369,6489.68983,-6393.925461,2.176463,147.492951,-145.316488,24.804671,0.563743,1135.95171,0,0,0,0,1,42,1,2,0,0,0,0.190476,0.659091,0.203909,0.796091,0.340909,0.511979,0.659091,0.576049,0.719627,0.005,0,0.004468,0.000076,24618,25974,4563,'Number of leaves: 34\nSize of the tree: 67\n',67,34,34
iris,7,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,396,43,26,17,0,60.465116,39.534884,0,0.370912,0.108082,0.258638,72.215349,94.65335,92.537602,7561.099286,-7468.561684,2.152037,175.839518,-173.687481,26.169459,0.608592,1196.970581,0,0,0,0,1,42,1,1,0,0,0,0.547619,0.604651,0.196574,0.803426,0.395349,0.528372,0.604651,0.563762,0.726727,0.004,0,0.004481,0.000083,25259,26035,4502,'Number of leaves: 35\nSize of the tree: 69\n',69,35,35
iris,8,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,26,18,0,59.090909,40.909091,0,0.30648,0.110462,0.271719,74.1532,99.970101,94.50628,7567.520449,-7473.014169,2.14787,171.989101,-169.841231,26.015556,0.591263,1189.598978,0,0,0.023256,1,0.976744,42,1,1,0,0,0,0.72093,0.590909,0.273829,0.726171,0.409091,0.495339,0.590909,0.528669,0.723869,0.008,0,0.004499,0.000085,30387,25974,4563,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43
iris,8,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,30,14,0,68.181818,31.818182,0,0.47973,0.099832,0.245492,66.692641,89.827387,95.845417,5411.736413,-5315.890996,2.178305,122.994009,-120.815704,39.465452,0.896942,1807.435851,1,1,0,0,1,43,0,0,1,1,1,1,0.681818,0.215152,0.784848,0.318182,0.603114,0.681818,0.626021,0.752182,0.006,0,0.004704,0.000089,27823,25974,4563,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
iris,8,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,30,14,0,68.181818,31.818182,0,0.453416,0.092843,0.236734,62.346686,87.130944,93.755126,6481.530679,-6387.775552,2.130798,147.307515,-145.176717,32.85954,0.746808,1501.3694,0,0,0,0,1,43,1,1,0,0,0,0.162791,0.681818,0.215432,0.784568,0.318182,0.526422,0.681818,0.593823,0.804223,0.005,0,0.004515,0.000081,26541,25974,4563,'Number of leaves: 37\nSize of the tree: 73\n',73,37,37
iris,8,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,23,21,0,52.272727,47.727273,0,0.202761,0.121939,0.292859,81.884748,107.788093,93.755126,12927.469365,-12833.714239,2.130798,293.806122,-291.675324,15.426199,0.350595,704.831031,0,0,0.02381,1,0.97619,41,1,2,0,0,0,0.464286,0.522727,0.294436,0.705564,0.477273,0.433386,0.522727,0.472902,0.613507,0.006,0,0.004733,0.000097,29105,25974,4563,'Number of leaves: 41\nSize of the tree: 81\n',81,41,41
iris,8,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,26,18,0,59.090909,40.909091,0,0.368421,0.113456,0.282375,76.188719,103.929332,93.755126,13985.851448,-13892.096322,2.130798,317.86026,-315.729462,22.731581,0.516627,1038.617683,0,0,0.02381,1,0.97619,41,1,2,0,0,0,0.321429,0.590909,0.158983,0.841017,0.409091,0.540584,0.590909,0.560606,0.68585,0.005,0,0.004798,0.000086,28464,25974,4563,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
iris,8,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,27,17,0,61.363636,38.636364,0,0.380282,0.105467,0.255048,70.829738,93.880538,93.685537,8631.95358,-8538.268043,2.129217,196.180763,-194.051546,31.212196,0.709368,1426.000207,0,0,0.02381,1,0.97619,41,1,2,0,0,0,0.285714,0.613636,0.208662,0.791338,0.386364,0.541877,0.613636,0.572431,0.744947,0.005,0,0.004622,0.000085,27182,25974,4563,'Number of leaves: 38\nSize of the tree: 75\n',75,38,38
iris,8,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.442096,0.103046,0.255227,69.168758,93.892593,94.833094,10767.727248,-10672.894155,2.155298,244.721074,-242.565776,28.457589,0.646763,1301.895892,0,0,0,0,1,43,1,1,0,0,0,0.651163,0.659091,0.179546,0.820454,0.340909,0.550991,0.659091,0.598052,0.758431,0.005,0,0.004437,0.000077,25900,25974,4563,'Number of leaves: 36\nSize of the tree: 71\n',71,36,36
iris,8,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,23,21,0,52.272727,47.727273,0,0.221567,0.124156,0.295204,83.338803,108.599142,94.833094,10785.805768,-10690.972675,2.155298,245.131949,-242.976652,20.608735,0.46838,942.821512,1,1,0.023256,1,0.976744,42,0,0,0.5,1,0.666667,0.988372,0.522727,0.263417,0.736583,0.477273,0.4368,0.522727,0.470725,0.637272,0.004,0,0.004348,0.000083,23336,25974,4563,'Number of leaves: 32\nSize of the tree: 63\n',63,32,32
iris,8,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,26,18,0,59.090909,40.909091,0,0.351882,0.117318,0.262607,78.748902,96.60743,94.833094,7565.464341,-7470.631247,2.155298,171.942371,-169.787074,24.690802,0.561155,1129.570517,0,0,0,0,1,43,1,1,0,0,0,0.895349,0.590909,0.19043,0.80957,0.409091,0.538462,0.590909,0.56308,0.743508,0.004,0,0.004218,0.000084,25900,25974,4563,'Number of leaves: 36\nSize of the tree: 71\n',71,36,36
iris,8,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,396,43,27,16,0,62.790698,37.209302,0,0.423786,0.10638,0.25977,71.071946,95.058363,92.610684,9695.936833,-9603.326149,2.153737,225.486903,-223.333166,33.578546,0.780896,1535.970253,1,1,0.02381,1,0.97619,41,0,0,0.5,1,0.666667,0.988095,0.627907,0.199159,0.800841,0.372093,0.56642,0.627907,0.594107,0.749403,0.004,0,0.00439,0.000085,27182,26035,4502,'Number of leaves: 38\nSize of the tree: 75\n',75,38,38
iris,9,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,23,21,0,52.272727,47.727273,0,0.192308,0.118362,0.28107,79.549539,103.547296,92.823851,7571.750159,-7478.926308,2.109633,172.085231,-169.975598,22.129298,0.502939,1010.058427,0,0,0,0,1,43,1,1,0,0,0,0.639535,0.522727,0.332039,0.667961,0.477273,0.439899,0.522727,0.474677,0.64556,0.004,0,0.00456,0.000086,30387,25974,4563,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43
iris,9,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,27,17,0,61.363636,38.636364,0,0.364486,0.114125,0.255701,76.643852,94.120931,93.685537,5422.479953,-5328.794416,2.129217,123.238181,-121.108964,22.757611,0.517218,1039.733262,0,0,0,0,1,42,1,2,0,0,0,0.52381,0.613636,0.224308,0.775692,0.386364,0.514828,0.613636,0.559486,0.787984,0.004,0,0.004075,0.000079,22054,25974,4563,'Number of leaves: 30\nSize of the tree: 59\n',59,30,30
iris,9,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,28,16,0,63.636364,36.363636,0,0.411371,0.106212,0.260139,71.330185,95.754355,93.685537,6488.148065,-6394.462528,2.129217,147.457911,-145.328694,34.144442,0.77601,1559.966502,0,0,0,0,1,42,1,2,0,0,0,0.494048,0.636364,0.231943,0.768057,0.363636,0.576936,0.636364,0.59803,0.775221,0.007,0,0.00461,0.000084,29746,25974,4563,'Number of leaves: 42\nSize of the tree: 83\n',83,42,42
iris,9,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,29,15,0,65.909091,34.090909,0,0.425587,0.099179,0.243875,66.607022,89.76792,93.685537,5415.858315,-5322.172778,2.129217,123.087689,-120.958472,34.171269,0.77662,1561.192192,0.5,1,0,0,1,42,0.5,1,1,0.5,0.666667,1,0.659091,0.221562,0.778438,0.340909,0.551136,0.659091,0.59336,0.787363,0.005,0,0.004504,0.00008,26541,25974,4563,'Number of leaves: 37\nSize of the tree: 73\n',73,37,37
iris,9,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,26,18,0,59.090909,40.909091,0,0.374901,0.114105,0.265573,76.528145,97.606123,95.764369,6496.012117,-6400.247748,2.176463,147.636639,-145.460176,31.225282,0.709665,1429.989252,0,0,0.023256,1,0.976744,42,1,1,0,0,0,0.895349,0.590909,0.158983,0.841017,0.409091,0.54511,0.590909,0.560606,0.795576,0.004,0,0.004307,0.000082,23977,25974,4563,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33
iris,9,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,24,20,0,54.545455,45.454545,0,0.273328,0.116771,0.286618,78.315683,105.340942,95.764369,12925.07942,-12829.31505,2.176463,293.751805,-291.575342,26.856883,0.610384,1229.934598,0,0,0.046512,2,0.953488,41,1,1,0,0,0,0.348837,0.545455,0.262835,0.737165,0.454545,0.487374,0.545455,0.512967,0.620752,0.004,0.001,0.004595,0.000084,27823,25974,4563,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
iris,9,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,25,19,0,56.818182,43.181818,0,0.339652,0.117248,0.287528,78.229198,105.06073,97.854659,12922.005673,-12824.151014,2.22397,293.681947,-291.457978,21.039632,0.478173,965.798741,0,0,0,0,1,43,1,1,0,0,0,0.883721,0.568182,0.177706,0.822294,0.431818,0.564935,0.568182,0.549901,0.675682,0.004,0.001,0.004201,0.000082,27823,25974,4563,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
iris,9,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,31,13,0,70.454545,29.545455,0,0.482821,0.101318,0.230032,68.065978,84.704805,93.644595,3275.177535,-3181.53294,2.128286,74.435853,-72.307567,28.637556,0.650854,1308.237697,0,0,0,0,1,43,1,1,0,0,0,0.44186,0.704545,0.214349,0.785651,0.295455,0.530628,0.704545,0.605203,0.801616,0.004,0.001,0.004119,0.000078,20772,25974,4563,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
iris,9,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20110916.2205,395,44,25,19,0,56.818182,43.181818,0,0.263436,0.118123,0.280973,79.355472,103.463178,93.644595,6505.011634,-6411.367039,2.128286,147.841173,-145.712887,19.290099,0.438411,881.221638,0,0,0.046512,2,0.953488,41,1,1,0,0,0,0.686047,0.568182,0.298194,0.701806,0.431818,0.479289,0.568182,0.513468,0.622856,0.005,0,0.004625,0.000082,23336,25974,4563,'Number of leaves: 32\nSize of the tree: 63\n',63,32,32
